"","year","state","gender","statistic","gross_income_euros"
"1334",2014,"Castilla y León","female","10th_percentile",5727.2
"1335",2013,"Castilla y León","female","10th_percentile",5630.59
"1336",2012,"Castilla y León","female","10th_percentile",6076.19
"1337",2011,"Castilla y León","female","10th_percentile",6363.75
"1338",2010,"Castilla y León","female","10th_percentile",6035.57
"1339",2009,"Castilla y León","female","10th_percentile",6789.42
"1340",2008,"Castilla y León","female","10th_percentile",6753.94
"1341",2017,"Castilla y León","female","lower_quartile",10770
"1342",2016,"Castilla y León","female","lower_quartile",10755.51
"1343",2015,"Castilla y León","female","lower_quartile",10703.93
"1344",2014,"Castilla y León","female","lower_quartile",9690.44
"1345",2013,"Castilla y León","female","lower_quartile",9825.12
"1346",2012,"Castilla y León","female","lower_quartile",10185
"1347",2011,"Castilla y León","female","lower_quartile",10688.79
"1348",2010,"Castilla y León","female","lower_quartile",10239.1
"1349",2009,"Castilla y León","female","lower_quartile",10573.33
"1350",2008,"Castilla y León","female","lower_quartile",10445.72
"1351",2017,"Castilla y León","female","median",15985.41
"1352",2016,"Castilla y León","female","median",15916.57
"1353",2015,"Castilla y León","female","median",15806.28
"1354",2014,"Castilla y León","female","median",15269.56
"1355",2013,"Castilla y León","female","median",15087.95
"1356",2012,"Castilla y León","female","median",15275.45
"1357",2011,"Castilla y León","female","median",15805.06
"1358",2010,"Castilla y León","female","median",15103.16
"1359",2009,"Castilla y León","female","median",15309.12
"1360",2008,"Castilla y León","female","median",14817.65
"1361",2017,"Castilla y León","female","upper_quartile",23910.55
"1362",2016,"Castilla y León","female","upper_quartile",23777.45
"1363",2015,"Castilla y León","female","upper_quartile",23633.69
"1364",2014,"Castilla y León","female","upper_quartile",23002.6
"1365",2013,"Castilla y León","female","upper_quartile",22461.94
"1366",2012,"Castilla y León","female","upper_quartile",22631.56
"1367",2011,"Castilla y León","female","upper_quartile",23222.14
"1368",2010,"Castilla y León","female","upper_quartile",21828.54
"1369",2009,"Castilla y León","female","upper_quartile",22894.37
"1370",2008,"Castilla y León","female","upper_quartile",21733.65
"1371",2017,"Castilla y León","female","90th_percentile",33965.65
"1372",2016,"Castilla y León","female","90th_percentile",34192.43
"1373",2015,"Castilla y León","female","90th_percentile",33804.92
"1374",2014,"Castilla y León","female","90th_percentile",31727.83
"1375",2013,"Castilla y León","female","90th_percentile",32263.4
"1376",2012,"Castilla y León","female","90th_percentile",31079.31
"1377",2011,"Castilla y León","female","90th_percentile",33356.31
"1378",2010,"Castilla y León","female","90th_percentile",32436.47
"1379",2009,"Castilla y León","female","90th_percentile",33030.68
"1380",2008,"Castilla y León","female","90th_percentile",32489.41
"1381",2017,"Castilla y León","male","mean",24782.8
"1382",2016,"Castilla y León","male","mean",24445.65
"1383",2015,"Castilla y León","male","mean",24135.64
"1384",2014,"Castilla y León","male","mean",22904.8
"1385",2013,"Castilla y León","male","mean",23379
"1386",2012,"Castilla y León","male","mean",23473.82
"1387",2011,"Castilla y León","male","mean",23482.58
"1388",2010,"Castilla y León","male","mean",23640.67
"1389",2009,"Castilla y León","male","mean",23116.47
"1390",2008,"Castilla y León","male","mean",22117.28
"1391",2017,"Castilla y León","male","10th_percentile",11579.65
"1392",2016,"Castilla y León","male","10th_percentile",11766.15
"1393",2015,"Castilla y León","male","10th_percentile",11661.8
"1394",2014,"Castilla y León","male","10th_percentile",10527.66
"1395",2013,"Castilla y León","male","10th_percentile",10053.48
"1396",2012,"Castilla y León","male","10th_percentile",10546.54
"1397",2011,"Castilla y León","male","10th_percentile",11150.4
"1398",2010,"Castilla y León","male","10th_percentile",11506.5
"1399",2009,"Castilla y León","male","10th_percentile",11483.69
"1400",2008,"Castilla y León","male","10th_percentile",11400
"1401",2017,"Castilla y León","male","lower_quartile",16324.44
"1402",2016,"Castilla y León","male","lower_quartile",16057.8
"1403",2015,"Castilla y León","male","lower_quartile",15929.93
"1404",2014,"Castilla y León","male","lower_quartile",15051.88
"1405",2013,"Castilla y León","male","lower_quartile",15099.09
"1406",2012,"Castilla y León","male","lower_quartile",15225.36
"1407",2011,"Castilla y León","male","lower_quartile",15343.78
"1408",2010,"Castilla y León","male","lower_quartile",15278.42
"1409",2009,"Castilla y León","male","lower_quartile",14865.17
"1410",2008,"Castilla y León","male","lower_quartile",14656.35
"1411",2017,"Castilla y León","male","median",21162.75
"1412",2016,"Castilla y León","male","median",20596.75
"1413",2015,"Castilla y León","male","median",20548.94
"1414",2014,"Castilla y León","male","median",19479.68
"1415",2013,"Castilla y León","male","median",19873.03
"1416",2012,"Castilla y León","male","median",19680.54
"1417",2011,"Castilla y León","male","median",19891.88
"1418",2010,"Castilla y León","male","median",19553.56
"1419",2009,"Castilla y León","male","median",19133.17
"1420",2008,"Castilla y León","male","median",18663.75
"1421",2017,"Castilla y León","male","upper_quartile",30184.74
"1422",2016,"Castilla y León","male","upper_quartile",29689.71
"1423",2015,"Castilla y León","male","upper_quartile",29338.96
"1424",2014,"Castilla y León","male","upper_quartile",27468.29
"1425",2013,"Castilla y León","male","upper_quartile",28688.85
"1426",2012,"Castilla y León","male","upper_quartile",28604.84
"1427",2011,"Castilla y León","male","upper_quartile",28520.08
"1428",2010,"Castilla y León","male","upper_quartile",28604.57
"1429",2009,"Castilla y León","male","upper_quartile",27749.03
"1430",2008,"Castilla y León","male","upper_quartile",26504.73
"1431",2017,"Castilla y León","male","90th_percentile",42565.56
"1432",2016,"Castilla y León","male","90th_percentile",42122.63
"1433",2015,"Castilla y León","male","90th_percentile",41065.81
"1434",2014,"Castilla y León","male","90th_percentile",39780.1
"1435",2013,"Castilla y León","male","90th_percentile",39842.97
"1436",2012,"Castilla y León","male","90th_percentile",40693.56
"1437",2011,"Castilla y León","male","90th_percentile",39312.86
"1438",2010,"Castilla y León","male","90th_percentile",40892.8
"1439",2009,"Castilla y León","male","90th_percentile",39100.05
"1440",2008,"Castilla y León","male","90th_percentile",36889.2
"1441",2017,"Castilla - La Mancha","both","mean",21033.32
"1442",2016,"Castilla - La Mancha","both","mean",20825.87
"1443",2015,"Castilla - La Mancha","both","mean",20670.55
"1444",2014,"Castilla - La Mancha","both","mean",20644.88
"1445",2013,"Castilla - La Mancha","both","mean",20630.07
"1446",2012,"Castilla - La Mancha","both","mean",20536.42
"1447",2011,"Castilla - La Mancha","both","mean",20664.9
"1448",2010,"Castilla - La Mancha","both","mean",20363.01
"1449",2009,"Castilla - La Mancha","both","mean",20228.79
"1450",2008,"Castilla - La Mancha","both","mean",19736.37
"1451",2017,"Castilla - La Mancha","both","10th_percentile",7860.36
"1452",2016,"Castilla - La Mancha","both","10th_percentile",7404
"1453",2015,"Castilla - La Mancha","both","10th_percentile",7292.25
"1454",2014,"Castilla - La Mancha","both","10th_percentile",7571.41
"1455",2013,"Castilla - La Mancha","both","10th_percentile",7545.12
"1456",2012,"Castilla - La Mancha","both","10th_percentile",7678.67
"1457",2011,"Castilla - La Mancha","both","10th_percentile",8133.07
"1458",2010,"Castilla - La Mancha","both","10th_percentile",8409.04
"1459",2009,"Castilla - La Mancha","both","10th_percentile",8084.76
"1460",2008,"Castilla - La Mancha","both","10th_percentile",8807.16
"1461",2017,"Castilla - La Mancha","both","lower_quartile",12959.57
"1462",2016,"Castilla - La Mancha","both","lower_quartile",12954.4
"1463",2015,"Castilla - La Mancha","both","lower_quartile",12932.13
"1464",2014,"Castilla - La Mancha","both","lower_quartile",13230.07
"1465",2013,"Castilla - La Mancha","both","lower_quartile",12921.49
"1466",2012,"Castilla - La Mancha","both","lower_quartile",12975.76
"1467",2011,"Castilla - La Mancha","both","lower_quartile",13503.19
"1468",2010,"Castilla - La Mancha","both","lower_quartile",13350.05
"1469",2009,"Castilla - La Mancha","both","lower_quartile",13267.84
"1470",2008,"Castilla - La Mancha","both","lower_quartile",12816.57
"1471",2017,"Castilla - La Mancha","both","median",17735.19
"1472",2016,"Castilla - La Mancha","both","median",17874.62
"1473",2015,"Castilla - La Mancha","both","median",17741.88
"1474",2014,"Castilla - La Mancha","both","median",17912.98
"1475",2013,"Castilla - La Mancha","both","median",17443.75
"1476",2012,"Castilla - La Mancha","both","median",17300.72
"1477",2011,"Castilla - La Mancha","both","median",17850.54
"1478",2010,"Castilla - La Mancha","both","median",17378.84
"1479",2009,"Castilla - La Mancha","both","median",17069.99
"1480",2008,"Castilla - La Mancha","both","median",16581.33
"1481",2017,"Castilla - La Mancha","both","upper_quartile",25187.76
"1482",2016,"Castilla - La Mancha","both","upper_quartile",25396.88
"1483",2015,"Castilla - La Mancha","both","upper_quartile",25340.2
"1484",2014,"Castilla - La Mancha","both","upper_quartile",25434.91
"1485",2013,"Castilla - La Mancha","both","upper_quartile",24539.28
"1486",2012,"Castilla - La Mancha","both","upper_quartile",24335.34
"1487",2011,"Castilla - La Mancha","both","upper_quartile",25021.38
"1488",2010,"Castilla - La Mancha","both","upper_quartile",24213.82
"1489",2009,"Castilla - La Mancha","both","upper_quartile",23687.01
"1490",2008,"Castilla - La Mancha","both","upper_quartile",23272.64
"1491",2017,"Castilla - La Mancha","both","90th_percentile",38095.73
"1492",2016,"Castilla - La Mancha","both","90th_percentile",37189.89
"1493",2015,"Castilla - La Mancha","both","90th_percentile",36955.72
"1494",2014,"Castilla - La Mancha","both","90th_percentile",35805.3
"1495",2013,"Castilla - La Mancha","both","90th_percentile",36983.04
"1496",2012,"Castilla - La Mancha","both","90th_percentile",36343.49
"1497",2011,"Castilla - La Mancha","both","90th_percentile",35788.51
"1498",2010,"Castilla - La Mancha","both","90th_percentile",35032.02
"1499",2009,"Castilla - La Mancha","both","90th_percentile",34794.54
"1500",2008,"Castilla - La Mancha","both","90th_percentile",34120.72
"1501",2017,"Castilla - La Mancha","female","mean",18327.35
"1502",2016,"Castilla - La Mancha","female","mean",18213.71
"1503",2015,"Castilla - La Mancha","female","mean",18097.55
"1504",2014,"Castilla - La Mancha","female","mean",18157.02
"1505",2013,"Castilla - La Mancha","female","mean",17481.02
"1506",2012,"Castilla - La Mancha","female","mean",17527.3
"1507",2011,"Castilla - La Mancha","female","mean",18001.99
"1508",2010,"Castilla - La Mancha","female","mean",17913
"1509",2009,"Castilla - La Mancha","female","mean",17709.92
"1510",2008,"Castilla - La Mancha","female","mean",17562.94
"1511",2017,"Castilla - La Mancha","female","10th_percentile",6471.33
"1512",2016,"Castilla - La Mancha","female","10th_percentile",5937.41
"1513",2015,"Castilla - La Mancha","female","10th_percentile",5859.39
"1514",2014,"Castilla - La Mancha","female","10th_percentile",5836.2
"1515",2013,"Castilla - La Mancha","female","10th_percentile",6060.23
"1516",2012,"Castilla - La Mancha","female","10th_percentile",6099.08
"1517",2011,"Castilla - La Mancha","female","10th_percentile",6701.46
"1518",2010,"Castilla - La Mancha","female","10th_percentile",6512.52
"1519",2009,"Castilla - La Mancha","female","10th_percentile",6648.21
"1520",2008,"Castilla - La Mancha","female","10th_percentile",6701.4
"1521",2017,"Castilla - La Mancha","female","lower_quartile",9930.07
"1522",2016,"Castilla - La Mancha","female","lower_quartile",9795.42
"1523",2015,"Castilla - La Mancha","female","lower_quartile",9470.08
"1524",2014,"Castilla - La Mancha","female","lower_quartile",10095.37
"1525",2013,"Castilla - La Mancha","female","lower_quartile",9962.03
"1526",2012,"Castilla - La Mancha","female","lower_quartile",10004.38
"1527",2011,"Castilla - La Mancha","female","lower_quartile",10865.51
"1528",2010,"Castilla - La Mancha","female","lower_quartile",10193.69
"1529",2009,"Castilla - La Mancha","female","lower_quartile",10302.2
"1530",2008,"Castilla - La Mancha","female","lower_quartile",10271.64
"1531",2017,"Castilla - La Mancha","female","median",15130.6
"1532",2016,"Castilla - La Mancha","female","median",15670.87
"1533",2015,"Castilla - La Mancha","female","median",15566.1
"1534",2014,"Castilla - La Mancha","female","median",15860.4
"1535",2013,"Castilla - La Mancha","female","median",15206.58
"1536",2012,"Castilla - La Mancha","female","median",14956.86
"1537",2011,"Castilla - La Mancha","female","median",16092.7
"1538",2010,"Castilla - La Mancha","female","median",15059.88
"1539",2009,"Castilla - La Mancha","female","median",15057.5
"1540",2008,"Castilla - La Mancha","female","median",14887.81
"1541",2017,"Castilla - La Mancha","female","upper_quartile",23041.89
"1542",2016,"Castilla - La Mancha","female","upper_quartile",23699.63
"1543",2015,"Castilla - La Mancha","female","upper_quartile",23406.5
"1544",2014,"Castilla - La Mancha","female","upper_quartile",24006.32
"1545",2013,"Castilla - La Mancha","female","upper_quartile",22000.48
"1546",2012,"Castilla - La Mancha","female","upper_quartile",21632.21
"1547",2011,"Castilla - La Mancha","female","upper_quartile",22729.09
"1548",2010,"Castilla - La Mancha","female","upper_quartile",22265.92
"1549",2009,"Castilla - La Mancha","female","upper_quartile",22109.88
"1550",2008,"Castilla - La Mancha","female","upper_quartile",22037.78
"1551",2017,"Castilla - La Mancha","female","90th_percentile",33944.24
"1552",2016,"Castilla - La Mancha","female","90th_percentile",33367.32
"1553",2015,"Castilla - La Mancha","female","90th_percentile",34183.05
"1554",2014,"Castilla - La Mancha","female","90th_percentile",32820.82
"1555",2013,"Castilla - La Mancha","female","90th_percentile",31051.78
"1556",2012,"Castilla - La Mancha","female","90th_percentile",31989.91
"1557",2011,"Castilla - La Mancha","female","90th_percentile",31372.42
"1558",2010,"Castilla - La Mancha","female","90th_percentile",32039.81
"1559",2009,"Castilla - La Mancha","female","90th_percentile",32205.79
